1,5,0,3,0,0,0,0,0,0,0,0,no
0,3,0,0,3,0,0,0,0,0,0,0,no
3,0,0,0,0,3,0,0,0,0,0,0,yes
4,4,0,4,0,0,0,0,0,0,1,0,no
4,4,4,0,0,0,0,0,0,0,0,1,yes
2,2,0,0,0,0,0,0,0,0,0,2,yes
2,2,0,0,0,0,0,0,0,0,2,0,no
4,4,0,0,0,0,0,0,0,0,0,0,yes
4,4,0,0,0,0,0,0,0,0,0,0,no
3,3,0,2,0,0,0,0,0,0,1,0,no
3,3,2,0,0,0,0,0,0,0,0,1,yes
2,2,1,0,0,0,0,0,0,0,0,0,yes
2,2,0,1,0,0,0,0,0,0,0,0,no
